,Unnamed: 0,Unnamed: 0.1,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessCourses,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
232,232,232,Male,United States,51.0,Employed full-time,No,Yes,Other,Perfectly,Employed by a company that performs advanced analytics,TensorFlow,Neural Nets,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website","Friends network,Kaggle,Newsletters,Online courses,Personal Projects,Textbook,Tutoring/mentoring",Very useful,"Data Machina Newsletter,O'Reilly Data Newsletter",1-2 years,,Nice to have,Nice to have,,Necessary,,,Necessary,Necessary,,Basic laptop (Macbook),0 - 1 hour,Kaggle Competitions,No,Master's degree,Management information systems,Less than a year,"Business Analyst,Programmer","Online courses (coursera, udemy, edx, etc.)",20.0,80.0,0.0,0.0,0.0,0.0,,Logistic Regression,"Some college/university study, no bachelor's degree",Other,,,,,,,,,,,,,,,,,,
233,233,233,Male,United States,37.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Engineering (non-computer focused),I don't write code to analyze data,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",50.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
234,234,234,Male,United States,20.0,Employed full-time,No,Yes,Computer Scientist,,,C/C++,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,College/University,Conferences,Official documentation,Online courses,Personal Projects,Textbook,YouTube Videos",Very useful,"FastML Blog,Partially Derivative Podcast,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",< 1 year,Necessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Nice to have,Basic laptop (Macbook),0 - 1 hour,Experience from work in a company related to ML,Sort of (Explain more),Bachelor's degree,Computer Science,1 to 2 years,Other,Self-taught,80.0,10.0,0.0,10.0,0.0,0.0,Other (please specify; separate by semi-colon),"Bayesian Techniques,Hidden Markov Models HMMs,Markov Logic Networks",A doctoral degree,Academic,Other,0,Not important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Not important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important
235,235,235,Male,United States,34.0,Employed full-time,No,Yes,Business Analyst,,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Engineering (non-computer focused),1 to 2 years,"Business Analyst,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,236,236,Male,United States,29.0,Employed full-time,No,Yes,Other,Perfectly,Employed by a company that doesn't perform advanced analytics,Other,Other,Python,GitHub,"Tutoring/mentoring,YouTube Videos",,,< 1 year,Unnecessary,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Unnecessary,Unnecessary,Unnecessary,Basic laptop (Macbook),0 - 1 hour,Other,No,Master's degree,Computer Science,I don't write code to analyze data,Other,Other,40.0,60.0,0.0,0.0,0.0,0.0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),A professional degree,Internet-based,Meeting with recruiters who've contacted you directly,0,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important
237,237,237,Male,United States,28.0,"Independent contractor, freelancer, or self-employed",No,Yes,Business Analyst,Poorly,Self-employed,Google Cloud Compute,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses",Very useful,,< 1 year,,,,,,,,,,,,,Kaggle Competitions,No,I did not complete any formal education past high school,,Less than a year,"Programmer,Other,I haven't started working yet",Self-taught,10.0,75.0,10.0,0.0,5.0,0.0,Computer Vision,"Bayesian Techniques,Gradient Boosting",High school,Retail,,,,,,,,,,,,,,,,,,
238,238,238,Female,United States,34.0,Employed full-time,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,R,Monte Carlo Methods,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses,Podcasts,Stack Overflow Q&A,Textbook",Very useful,"Becoming a Data Scientist Podcast,KDnuggets Blog",< 1 year,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Unnecessary,Unnecessary,Necessary,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,Sort of (Explain more),Master's degree,Mathematics or statistics,I don't write code to analyze data,Data Analyst,"Online courses (coursera, udemy, edx, etc.)",0.0,50.0,20.0,30.0,0.0,0.0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),,Financial,Meeting with recruiters who've contacted you directly,1-2,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Not important
239,239,239,Male,United States,29.0,Employed part-time,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,240,240,Female,United States,26.0,Employed full-time,No,Yes,Data Analyst,Fine,Employed by a company that performs advanced analytics,TensorFlow,,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,I collect my own data (e.g. web-scraping)","Blogs,College/University,Friends network,Newsletters,Official documentation,Online courses,Stack Overflow Q&A",Very useful,"FlowingData Blog,KDnuggets Blog",< 1 year,Necessary,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Basic laptop (Macbook),2 - 10 hours,Master's degree,Sort of (Explain more),Master's degree,Electrical Engineering,3 to 5 years,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",20.0,20.0,20.0,40.0,0.0,0.0,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Logistic Regression",A master's degree,Telecommunications,Tech-specific job board,1-2,,,,,,,,,,,,,,,,
241,241,241,Male,United States,36.0,Employed full-time,No,Yes,Data Analyst,Fine,Employed by college or university,Java,Monte Carlo Methods,Java,University/Non-profit research group websites,Textbook,,Becoming a Data Scientist Podcast,< 1 year,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Unnecessary,Necessary,Basic laptop (Macbook),0 - 1 hour,Github Portfolio,No,Master's degree,Management information systems,I don't write code to analyze data,Other,Self-taught,90.0,5.0,0.0,5.0,0.0,0.0,Reinforcement learning,Bayesian Techniques,A bachelor's degree,Academic,Searching general-purpose job board,1-2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,
242,242,242,Male,United States,25.0,Employed full-time,No,Yes,Other,Fine,Employed by a company that doesn't perform advanced analytics,Amazon Machine Learning,Genetic & Evolutionary Algorithms,C/C++/C#,Other,"Blogs,Kaggle,Personal Projects,Podcasts,Stack Overflow Q&A,YouTube Videos",,Data Stories Podcast,1-2 years,Nice to have,Unnecessary,Necessary,Nice to have,Necessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,"Basic laptop (Macbook),Traditional Workstation",11 - 39 hours,Github Portfolio,Sort of (Explain more),Bachelor's degree,Fine arts or performing arts,1 to 2 years,Other,Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning,Other (please specify; separate by semi-colon)","Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",A bachelor's degree,Retail,Other,1-2,Very Important,Somewhat important,Somewhat important,Very Important,Not important,Very Important,Very Important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Not important,Somewhat important,Somewhat important
243,243,243,Male,United States,35.0,Employed part-time,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,Python,Text Mining,Python,Google Search,"Online courses,Podcasts",Very useful,"Becoming a Data Scientist Podcast,O'Reilly Data Newsletter,The Data Skeptic Podcast",< 1 year,Necessary,Nice to have,Necessary,Necessary,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,Traditional Workstation,2 - 10 hours,Online Courses and Certifications,No,Master's degree,Mathematics or statistics,Less than a year,Other,Self-taught,20.0,80.0,0.0,0.0,0.0,0.0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),High school,Financial,Searching general-purpose job board,1-2,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
244,244,244,Male,United States,53.0,Employed full-time,No,Yes,Engineer,Fine,Employed by professional services/consulting firm,TensorFlow,Deep learning,Python,Government website,"Arxiv,Blogs,College/University,Conferences,Personal Projects,Podcasts,Textbook",,"Linear Digressions Podcast,O'Reilly Data Newsletter,The Data Skeptic Podcast",3-5 years,Nice to have,Unnecessary,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Unnecessary,Nice to have,Nice to have,GPU accelerated Workstation,2 - 10 hours,Github Portfolio,Sort of (Explain more),Doctoral degree,Electrical Engineering,I don't write code to analyze data,"Engineer,Other",University courses,75.0,20.0,0.0,5.0,0.0,0.0,,,"Some college/university study, no bachelor's degree",Military/Security,Other,0,,,,,,,,,,,,,,,,
245,245,245,Female,United States,21.0,Employed part-time,No,Yes,Scientist/Researcher,Perfectly,Employed by college or university,Python,Survival Analysis,R,Google Search,"College/University,Kaggle,Non-Kaggle online communities,Online courses,Personal Projects,Stack Overflow Q&A",Somewhat useful,,< 1 year,Necessary,Unnecessary,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Unnecessary,Nice to have,Nice to have,Laptop or Workstation and local IT supported servers,2 - 10 hours,Experience from work in a company related to ML,No,Some college/university study without earning a bachelor's degree,Other,Less than a year,,Self-taught,60.0,0.0,0.0,20.0,20.0,0.0,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Logistic Regression,A bachelor's degree,Academic,Career fair or on-campus recruiting event,0,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
246,246,246,Male,United States,56.0,Employed full-time,No,Yes,Business Analyst,Fine,Employed by a company that performs advanced analytics,Other,Other,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),I collect my own data (e.g. web-scraping),University/Non-profit research group websites,Other","Blogs,Kaggle,Personal Projects,Podcasts,Textbook,Trade book,Tutoring/mentoring,YouTube Videos,Other",,"No Free Hunch Blog,R Bloggers Blog Aggregator",< 1 year,Nice to have,Necessary,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Nice to have,"Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Online Courses and Certifications,Sort of (Explain more),Some college/university study without earning a bachelor's degree,A humanities discipline,Less than a year,Business Analyst,Self-taught,90.0,5.0,0.0,0.0,5.0,0.0,Outlier detection (e.g. Fraud detection),Decision Trees - Random Forests,High school,Insurance,Other,1-2,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important
247,247,247,Male,United States,50.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by company that makes advanced analytic software,TensorFlow,Time Series Analysis,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Company internal community,Kaggle,Personal Projects,YouTube Videos",,"KDnuggets Blog,O'Reilly Data Newsletter,R Bloggers Blog Aggregator",1-2 years,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Unnecessary,Nice to have,"Laptop + Cloud service (AWS, Azure, GCE ...)",11 - 39 hours,Experience from work in a company related to ML,No,Master's degree,Electrical Engineering,6 to 10 years,DBA/Database Engineer,University courses,0.0,0.0,0.0,100.0,0.0,0.0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",A master's degree,Telecommunications,Tech-specific job board,1-2,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Very Important,Somewhat important,Not important,Somewhat important,Not important,Somewhat important
248,248,248,Male,United States,47.0,Employed full-time,No,Yes,Other,Fine,Employed by professional services/consulting firm,Python,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Google Search,University/Non-profit research group websites","Arxiv,Blogs,Friends network,Kaggle,Newsletters,Non-Kaggle online communities,Official documentation,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A,Tutoring/mentoring,YouTube Videos",Very useful,"Linear Digressions Podcast,Siraj Raval YouTube Channel,The Data Skeptic Podcast",1-2 years,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Unnecessary,Nice to have,Nice to have,Laptop or Workstation and local IT supported servers,2 - 10 hours,Kaggle Competitions,No,Bachelor's degree,Computer Science,More than 10 years,"Computer Scientist,Data Analyst,Data Miner,DBA/Database Engineer,Engineer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",30.0,40.0,0.0,0.0,30.0,0.0,"Computer Vision,Natural Language Processing,Unsupervised Learning","Bayesian Techniques,Logistic Regression,Neural Networks - CNNs",A bachelor's degree,Other,Company's Web site/job listing page,1-2,Very Important,Very Important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Not important,Somewhat important,Not important
249,249,249,Female,United States,37.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,Python,Regression,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website,I collect my own data (e.g. web-scraping),University/Non-profit research group websites","Blogs,Kaggle,Newsletters,Stack Overflow Q&A,Textbook",,KDnuggets Blog,1-2 years,Nice to have,Necessary,Nice to have,Unnecessary,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Nice to have,Basic laptop (Macbook),2 - 10 hours,Online Courses and Certifications,No,Bachelor's degree,Electrical Engineering,3 to 5 years,"Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",30.0,50.0,0.0,20.0,0.0,0.0,"Survival Analysis,Time Series",Logistic Regression,A master's degree,Financial,Company's Web site/job listing page,1-2,Very Important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Not important,Not important,Somewhat important,Not important,Somewhat important,Not important
