GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessArxiv,LearningPlatformUsefulnessBlogs,LearningPlatformUsefulnessCollege,LearningPlatformUsefulnessCompany,LearningPlatformUsefulnessConferences,LearningPlatformUsefulnessFriends,LearningPlatformUsefulnessKaggle,LearningPlatformUsefulnessNewsletters,LearningPlatformUsefulnessCommunities,LearningPlatformUsefulnessDocumentation,LearningPlatformUsefulnessCourses,LearningPlatformUsefulnessProjects,LearningPlatformUsefulnessPodcasts,LearningPlatformUsefulnessSO,LearningPlatformUsefulnessTextbook,LearningPlatformUsefulnessTradeBook,LearningPlatformUsefulnessTutoring,LearningPlatformUsefulnessYouTube,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,JobSkillImportanceOtherSelect1,JobSkillImportanceOtherSelect2,JobSkillImportanceOtherSelect3,CoursePlatformSelect,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,EmployerSize,EmployerSizeChange,EmployerMLTime,EmployerSearchMethod,UniversityImportance,JobFunctionSelect,WorkHardwareSelect,WorkDataTypeSelect,WorkProductionFrequency,WorkDatasetSize,WorkAlgorithmsSelect,WorkToolsSelect,WorkToolsFrequencyAmazonML,WorkToolsFrequencyAWS,WorkToolsFrequencyAngoss,WorkToolsFrequencyC,WorkToolsFrequencyCloudera,WorkToolsFrequencyDataRobot,WorkToolsFrequencyFlume,WorkToolsFrequencyGCP,WorkToolsFrequencyHadoop,WorkToolsFrequencyIBMCognos,WorkToolsFrequencyIBMSPSSModeler,WorkToolsFrequencyIBMSPSSStatistics,WorkToolsFrequencyIBMWatson,WorkToolsFrequencyImpala,WorkToolsFrequencyJava,WorkToolsFrequencyJulia,WorkToolsFrequencyJupyter,WorkToolsFrequencyKNIMECommercial,WorkToolsFrequencyKNIMEFree,WorkToolsFrequencyMathematica,WorkToolsFrequencyMATLAB,WorkToolsFrequencyAzure,WorkToolsFrequencyExcel,WorkToolsFrequencyMicrosoftRServer,WorkToolsFrequencyMicrosoftSQL,WorkToolsFrequencyMinitab,WorkToolsFrequencyNoSQL,WorkToolsFrequencyOracle,WorkToolsFrequencyOrange,WorkToolsFrequencyPerl,WorkToolsFrequencyPython,WorkToolsFrequencyQlik,WorkToolsFrequencyR,WorkToolsFrequencyRapidMinerCommercial,WorkToolsFrequencyRapidMinerFree,WorkToolsFrequencySalfrod,WorkToolsFrequencySAPBusinessObjects,WorkToolsFrequencySASBase,WorkToolsFrequencySASEnterprise,WorkToolsFrequencySASJMP,WorkToolsFrequencySpark,WorkToolsFrequencySQL,WorkToolsFrequencyStan,WorkToolsFrequencyStatistica,WorkToolsFrequencyTableau,WorkToolsFrequencyTensorFlow,WorkToolsFrequencyTIBCO,WorkToolsFrequencyUnix,WorkToolsFrequencySelect1,WorkToolsFrequencySelect2,WorkFrequencySelect3,WorkMethodsSelect,WorkMethodsFrequencyA/B,WorkMethodsFrequencyAssociationRules,WorkMethodsFrequencyBayesian,WorkMethodsFrequencyCNNs,WorkMethodsFrequencyCollaborativeFiltering,WorkMethodsFrequencyCross-Validation,WorkMethodsFrequencyDataVisualization,WorkMethodsFrequencyDecisionTrees,WorkMethodsFrequencyEnsembleMethods,WorkMethodsFrequencyEvolutionaryApproaches,WorkMethodsFrequencyGANs,WorkMethodsFrequencyGBM,WorkMethodsFrequencyHMMs,WorkMethodsFrequencyKNN,WorkMethodsFrequencyLiftAnalysis,WorkMethodsFrequencyLogisticRegression,WorkMethodsFrequencyMLN,WorkMethodsFrequencyNaiveBayes,WorkMethodsFrequencyNLP,WorkMethodsFrequencyNeuralNetworks,WorkMethodsFrequencyPCA,WorkMethodsFrequencyPrescriptiveModeling,WorkMethodsFrequencyRandomForests,WorkMethodsFrequencyRecommenderSystems,WorkMethodsFrequencyRNNs,WorkMethodsFrequencySegmentation,WorkMethodsFrequencySimulation,WorkMethodsFrequencySVMs,WorkMethodsFrequencyTextAnalysis,WorkMethodsFrequencyTimeSeriesAnalysis,WorkMethodsFrequencySelect1,WorkMethodsFrequencySelect2,WorkMethodsFrequencySelect3,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,AlgorithmUnderstandingLevel,WorkChallengesSelect,WorkChallengeFrequencyPolitics,WorkChallengeFrequencyUnusedResults,WorkChallengeFrequencyUnusefulInstrumenting,WorkChallengeFrequencyDeployment,WorkChallengeFrequencyDirtyData,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyPass,WorkChallengeFrequencyIntegration,WorkChallengeFrequencyTalent,WorkChallengeFrequencyDataFunds,WorkChallengeFrequencyDomainExpertise,WorkChallengeFrequencyML,WorkChallengeFrequencyTools,WorkChallengeFrequencyExpectations,WorkChallengeFrequencyITCoordination,WorkChallengeFrequencyHiringFunds,WorkChallengeFrequencyPrivacy,WorkChallengeFrequencyScaling,WorkChallengeFrequencyEnvironments,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,WorkChallengeFrequencyOtherSelect,WorkDataVisualizations,WorkInternalVsExternalTools,WorkMLTeamSeatSelect,WorkDatasets,WorkDatasetsChallenge,WorkDataStorage,WorkDataSharing,WorkDataSourcing,WorkCodeSharing,RemoteWork,CompensationAmount,CompensationCurrency,SalaryChange,JobSatisfaction,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
Male,United States,26.0,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by professional services/consulting firm,TensorFlow,,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website,University/Non-profit research group websites","Arxiv,Blogs,Kaggle,Online courses,Personal Projects,Textbook",Very useful,Somewhat useful,,,,,Very useful,,,,Somewhat useful,Somewhat useful,,,Somewhat useful,,,,"FastML Blog,No Free Hunch Blog",1-2 years,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,Nice to have,Necessary,Nice to have,Unnecessary,Nice to have,,,,Coursera,Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Experience from work in a company related to ML,No,Master's degree,"Information technology, networking, or system administration",Less than a year,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",40.0,30.0,0.0,20.0,10.0,0.0,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Hidden Markov Models HMMs,Markov Logic Networks",High school,Hospitality/Entertainment/Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",0,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Not important,Somewhat important,Somewhat important,Somewhat important,Very Important
Male,United States,38.0,Employed full-time,,,No,Yes,DBA/Database Engineer,Fine,Employed by a company that doesn't perform advanced analytics,R,Cluster Analysis,SQL,Other,"Kaggle,Personal Projects,Other",,,,,,,Very useful,,,,,Very useful,,,,,,,Other (Separate different answers with semicolon),< 1 year,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Unnecessary,Nice to have,Necessary,,,,,Other,2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,"Information technology, networking, or system administration",Less than a year,"Business Analyst,Data Analyst,DBA/Database Engineer,Other",Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,Outlier detection (e.g. Fraud detection),Other (please specify; separate by semi-colon),No education,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,0,Very Important,Very Important,Not important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important
Female,United States,28.0,Employed full-time,,,No,Yes,Machine Learning Engineer,Fine,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,50.0,Employed full-time,,,No,Yes,Machine Learning Engineer,Fine,Employed by company that makes advanced analytic software,TensorFlow,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Personal Projects,,,,,,,,,,,,Somewhat useful,,,,,,,,1-2 years,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,,,,Basic laptop (Macbook),0 - 1 hour,Experience from work in a company related to ML,No,Bachelor's degree,Electrical Engineering,3 to 5 years,"Engineer,Programmer,Software Developer/Software Engineer",Work,60.0,0.0,40.0,0.0,0.0,0.0,Supervised Machine Learning (Tabular Data),Decision Trees - Random Forests,A bachelor's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,0,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,United States,61.0,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Factor Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",,,,,,,Somewhat useful,,,,Somewhat useful,Very useful,,Very useful,Somewhat useful,,,Somewhat useful,,3-5 years,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,,,,Coursera,Traditional Workstation,2 - 10 hours,PhD,No,Doctoral degree,Engineering (non-computer focused),More than 10 years,"Operations Research Practitioner,Statistician","Online courses (coursera, udemy, edx, etc.)",20.0,60.0,0.0,0.0,20.0,0.0,"Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Logistic Regression","Some college/university study, no bachelor's degree",Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeting with recruiters who've contacted you directly,1-2,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Not important,Very Important,Not important,Somewhat important
Male,United States,32.0,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Online courses,,,,,,,,,,,Somewhat useful,,,,,,,,"Data Elixir Newsletter,FlowingData Blog,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",1-2 years,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,,,,Coursera,"Gaming Laptop (Laptop + CUDA capable GPU),Traditional Workstation",2 - 10 hours,Online Courses and Certifications,No,Master's degree,Computer Science,1 to 2 years,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",30.0,70.0,0.0,0.0,0.0,0.0,Computer Vision,Neural Networks - CNNs,A bachelor's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,0,Very Important,Very Important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Female,United States,30.0,Employed full-time,,,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,Amazon Machine Learning,I don't plan on learning a new ML/DS method,SQL,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),College/University,,,Very useful,,,,,,,,,,,,,,,,R Bloggers Blog Aggregator,3-5 years,Necessary,Nice to have,Nice to have,Necessary,Necessary,Necessary,Necessary,Unnecessary,Unnecessary,Necessary,,,,,"Laptop + Cloud service (AWS, Azure, GCE ...)",11 - 39 hours,Master's degree,No,Master's degree,Mathematics or statistics,1 to 2 years,,University courses,30.0,10.0,0.0,60.0,0.0,0.0,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Support Vector Machines (SVMs)",A master's degree,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,United States,48.0,Employed full-time,,,No,Yes,Other,Perfectly,Employed by a company that doesn't perform advanced analytics,Amazon Machine Learning,Neural Nets,Python,University/Non-profit research group websites,"Arxiv,Blogs,Conferences,Friends network,Online courses,Textbook",Somewhat useful,Somewhat useful,,,Somewhat useful,Somewhat useful,,,,,Somewhat useful,,,,Somewhat useful,,,,FlowingData Blog,3-5 years,Nice to have,,Necessary,,Necessary,Nice to have,Nice to have,Unnecessary,Unnecessary,Nice to have,,,,Coursera,Traditional Workstation,2 - 10 hours,Experience from work in a company related to ML,No,Master's degree,Computer Science,3 to 5 years,"Computer Scientist,Software Developer/Software Engineer",University courses,0.0,5.0,45.0,50.0,0.0,0.0,"Machine Translation,Natural Language Processing,Speech Recognition,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression","Some college/university study, no bachelor's degree",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,1-2,Somewhat important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,United States,57.0,Employed full-time,,,No,Yes,Engineer,Fine,Employed by government,Spark / MLlib,Deep learning,Python,"GitHub,Google Search",Personal Projects,,,,,,,,,,,,Very useful,,,,,,,,1-2 years,Necessary,Nice to have,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,,,,"Basic laptop (Macbook),Workstation + Cloud service",11 - 39 hours,Github Portfolio,No,Master's degree,Engineering (non-computer focused),1 to 2 years,Engineer,Self-taught,90.0,10.0,0.0,0.0,0.0,0.0,Time Series,,"Some college/university study, no bachelor's degree",Military/Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important
Male,United States,48.0,"Independent contractor, freelancer, or self-employed",,,No,Yes,Other,Fine,Employed by college or university,Python,Bayesian Methods,Python,GitHub,"Blogs,Conferences,Friends network,Kaggle,Personal Projects,Podcasts,Stack Overflow Q&A,Textbook",,Very useful,,,Somewhat useful,Very useful,Somewhat useful,,,,,Very useful,Somewhat useful,Very useful,Very useful,,,,"Linear Digressions Podcast,O'Reilly Data Newsletter,R Bloggers Blog Aggregator",1-2 years,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,,,,,"Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Experience from work in a company related to ML,No,Doctoral degree,Other,1 to 2 years,,"Online courses (coursera, udemy, edx, etc.)",60.0,40.0,0.0,0.0,0.0,0.0,,,A doctoral degree,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeting with recruiters who've contacted you directly,1-2,Very Important,Somewhat important,Not important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important
Male,United States,24.0,Employed full-time,,,No,Yes,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Amazon Machine Learning,Time Series Analysis,Python,University/Non-profit research group websites,"College/University,Kaggle,Personal Projects,Stack Overflow Q&A,Textbook",,,Somewhat useful,,,,Very useful,,,,,Very useful,,Very useful,Somewhat useful,,,,"KDnuggets Blog,O'Reilly Data Newsletter",1-2 years,,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,,,,,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Master's degree,,1 to 2 years,"Business Analyst,Data Analyst",Kaggle competitions,0.0,25.0,0.0,15.0,60.0,0.0,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Logistic Regression",A doctoral degree,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Very Important,Somewhat important
Male,United States,23.0,Employed full-time,,,No,Yes,Data Scientist,Poorly,Employed by company that makes advanced analytic software,DataRobot,,,,Blogs,,Somewhat useful,,,,,,,,,,,,,,,,,,< 1 year,,,,,,,,,,,,,,,,,,,Bachelor's degree,Physics,1 to 2 years,Engineer,Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,,,"Some college/university study, no bachelor's degree",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeting with recruiters who've contacted you directly,,,,,,,,,,,,,,,,,
Female,United States,20.0,Employed part-time,,,No,Yes,Scientist/Researcher,Fine,Employed by college or university,Python,Neural Nets,Python,University/Non-profit research group websites,"College/University,Kaggle,Stack Overflow Q&A",,,Very useful,,,,Somewhat useful,,,,,,,Somewhat useful,,,,,"Data Stories Podcast,FlowingData Blog",1-2 years,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,,,,,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Some college/university study without earning a bachelor's degree,Biology,Less than a year,Researcher,University courses,0.0,40.0,0.0,60.0,0.0,0.0,,"Decision Trees - Random Forests,Logistic Regression",A professional degree,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Career fair or on-campus recruiting event,1-2,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Somewhat important,Somewhat important,Very Important,Somewhat important
Male,United States,59.0,Employed full-time,,,No,Yes,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Other,Bayesian Methods,Python,Google Search,"Kaggle,Online courses,Podcasts,Textbook",,,,,,,Somewhat useful,,,,Very useful,,Somewhat useful,,Very useful,,,,"KDnuggets Blog,Other (Separate different answers with semicolon)",1-2 years,Necessary,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Necessary,,,,"Coursera,Other","Basic laptop (Macbook),Traditional Workstation",2 - 10 hours,Experience from work in a company related to ML,Sort of (Explain more),Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Engineer,"Online courses (coursera, udemy, edx, etc.)",10.0,85.0,0.0,0.0,5.0,0.0,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",High school,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,1-2,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Not important
Male,United States,35.0,Employed full-time,,,No,Yes,Other,Poorly,Employed by a company that performs advanced analytics,RapidMiner (commercial version),Deep learning,,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Computer Science,I don't write code to analyze data,"Business Analyst,Data Analyst,Data Miner,Operations Research Practitioner",Self-taught,100.0,,0.0,0.0,0.0,0.0,Recommendation Engines,Bayesian Techniques,A master's degree,Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,United States,19.0,Employed full-time,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,27.0,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,Spark / MLlib,Deep learning,Scala,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),University/Non-profit research group websites","Arxiv,Blogs,College/University",Somewhat useful,Somewhat useful,Very useful,,,,,,,,,,,,,,,,,1-2 years,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Unnecessary,Nice to have,Nice to have,Nice to have,Necessary,,,,,"GPU accelerated Workstation,Workstation + Cloud service",2 - 10 hours,,No,Master's degree,Engineering (non-computer focused),Less than a year,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",0.0,25.0,0.0,75.0,0.0,0.0,"Reinforcement learning,Supervised Machine Learning (Tabular Data)",Logistic Regression,A master's degree,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,47.0,Employed full-time,,,No,Yes,Engineer,Fine,Employed by a company that performs advanced analytics,Other,Social Network Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"College/University,Friends network,Kaggle",,,Very useful,,,Somewhat useful,Very useful,,,,,,,,,,,,"KDnuggets Blog,No Free Hunch Blog",3-5 years,Necessary,Nice to have,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,,,,,"GPU accelerated Workstation,Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Kaggle Competitions,Yes,Master's degree,Computer Science,More than 10 years,"Computer Scientist,Engineer,Programmer",University courses,30.0,0.0,0.0,60.0,10.0,0.0,"Outlier detection (e.g. Fraud detection),Reinforcement learning,Time Series","Decision Trees - Gradient Boosted Machines,Gradient Boosting,Neural Networks - CNNs,Neural Networks - RNNs",High school,Internet-based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeting with recruiters who've contacted you directly,1-2,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Somewhat important,Somewhat important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important
